ECR_ID,Product_Type,Component_Name,Change_Type,Change_Complexity,Supplier_Criticality,Past_Similar_Changes,Team_Experience_Level,BOM_Depth,Urgency,Approval_Time_Days,Parts_Affected,Risk_Score
ECR_1307,Chassis,Valve,Design,3,2,1,4,2,High,5,4,0.33586343623917253
ECR_1308,Display,Valve,Design,8,4,0,2,5,Low,24,12,0.3881147157380358
ECR_1309,Display,Valve,Process,3,1,1,2,1,Medium,12,4,0.3154326304567117
ECR_1310,Engine,Valve,Design,10,5,2,1,6,Medium,26,14,0.41338459620867435
ECR_1311,PCB,Cell,Supplier,7,1,4,5,7,Low,14,17,0.3700502591693908
ECR_1312,Battery,Frame,Design,2,2,1,5,5,Medium,7,12,0.34078448221480995
ECR_1313,Engine,Sensor,Design,4,2,0,5,5,Low,7,10,0.3525976232833398
ECR_1314,Battery,Valve,Supplier,6,1,2,1,5,High,7,17,0.3538001152743798
ECR_1315,Battery,Cell,Supplier,9,2,1,3,3,Low,24,11,0.3552781782881815
ECR_1316,PCB,Cell,Supplier,5,4,2,1,2,Medium,17,5,0.36393457882747976
ECR_1317,Battery,Cell,Supplier,9,2,0,2,6,Medium,20,13,0.38190244613952906
ECR_1318,Battery,Frame,Design,5,5,0,4,3,Medium,21,7,0.37162765780320794
ECR_1319,PCB,Sensor,Supplier,10,4,0,2,1,High,18,4,0.3864419867838279
ECR_1320,Battery,Frame,Supplier,8,3,1,2,7,Low,19,17,0.3949353441255954
ECR_1321,Battery,Connector,Process,1,2,2,4,7,Low,6,17,0.3440504467099061
ECR_1322,Battery,Cell,Supplier,7,2,4,5,6,Medium,15,12,0.35965075888323944
ECR_1323,Engine,Connector,Supplier,4,5,3,1,7,Low,18,17,0.38971309895291983
ECR_1324,Engine,Controller,Process,5,5,4,3,7,Medium,18,15,0.39000685092001397
ECR_1325,Engine,Valve,Process,6,1,5,2,5,Low,15,14,0.33902368207985
ECR_1326,PCB,Valve,Design,5,1,0,2,4,High,9,11,0.34290799072602846
ECR_1327,Display,Frame,Process,1,1,3,3,1,High,1,1,0.3126348209045706
ECR_1328,Battery,Sensor,Design,9,5,2,1,2,Low,27,7,0.3895300107431847
ECR_1329,Battery,Connector,Process,2,1,1,2,1,High,8,2,0.311296134405202
ECR_1330,PCB,Sensor,Process,9,1,1,3,3,High,15,10,0.36171379117640157
ECR_1331,Battery,Frame,Design,10,3,1,2,7,High,17,19,0.40088932132010746
ECR_1332,Engine,Valve,Process,2,1,4,5,4,Medium,3,6,0.32195441024821203
ECR_1333,Display,Sensor,Design,9,2,5,5,3,Low,17,8,0.35385606790678387
ECR_1334,Chassis,Sensor,Process,6,5,0,2,6,Low,20,12,0.3990750911033528
ECR_1335,Battery,Valve,Supplier,9,4,2,2,5,Medium,22,11,0.39708953633937805
ECR_1336,Engine,Connector,Process,6,3,2,5,7,Medium,17,15,0.3846375533978802
ECR_1337,Chassis,Valve,Design,6,5,5,2,5,High,20,17,0.3777613175309481
ECR_1338,Display,Sensor,Process,2,5,0,1,1,Low,20,2,0.36038331392577044
ECR_1339,Chassis,Connector,Design,8,2,0,1,5,Medium,17,16,0.3660468438780613
ECR_1340,Engine,Connector,Design,3,1,4,4,5,High,8,10,0.3404628594432225
ECR_1341,Chassis,Valve,Supplier,7,2,3,1,6,Low,20,15,0.3605011605332151
ECR_1342,PCB,Sensor,Supplier,5,1,2,2,2,High,9,6,0.32612611418016296
ECR_1343,Chassis,Frame,Design,3,1,4,2,2,Low,10,5,0.3172793963816834
ECR_1344,Battery,Sensor,Process,1,5,1,3,3,High,10,3,0.3498907924231705
ECR_1345,Battery,Cell,Design,8,1,1,1,7,Low,15,17,0.36588653497233653
ECR_1346,PCB,Controller,Design,3,3,1,5,3,Low,11,6,0.3531007764096673
ECR_1347,Engine,Frame,Process,2,3,1,5,2,Low,9,7,0.33330243070149196
ECR_1348,Battery,Connector,Process,1,3,1,4,1,Low,5,1,0.33564513320123646
ECR_1349,Display,Frame,Process,4,5,3,3,2,High,14,7,0.37027774031637006
ECR_1350,Battery,Connector,Process,8,2,1,5,3,Medium,18,10,0.3499767466798237
ECR_1351,Battery,Connector,Design,3,4,2,4,4,Low,14,11,0.3582888341622266
ECR_1352,Engine,Frame,Design,1,1,2,1,7,Low,7,18,0.3330690170206029
ECR_1353,Chassis,Connector,Supplier,4,4,1,3,5,Low,18,8,0.36526674759420613
ECR_1354,Battery,Connector,Design,9,2,6,3,6,Low,17,20,0.3860989749739593
ECR_1355,PCB,Cell,Process,1,2,2,2,4,High,6,8,0.33430983545553666
ECR_1356,Chassis,Sensor,Supplier,2,5,5,1,4,Medium,20,10,0.37578540901102675
ECR_1357,Display,Sensor,Process,9,3,3,3,5,Medium,22,16,0.3827076144707264
ECR_1358,Engine,Controller,Design,2,3,0,4,2,Medium,6,6,0.33719152121207135
ECR_1359,Display,Controller,Supplier,3,2,0,5,7,High,5,18,0.3532382263417516
ECR_1360,Chassis,Cell,Process,7,5,0,1,1,Medium,24,6,0.3730085866252377
ECR_1361,Chassis,Controller,Supplier,3,5,5,1,4,High,15,8,0.3740558932232913
ECR_1362,Chassis,Frame,Supplier,9,1,2,3,1,High,16,6,0.35600615234034455
ECR_1363,Display,Valve,Design,6,3,1,3,6,Low,19,15,0.3799232907153678
ECR_1364,Chassis,Valve,Process,3,2,0,3,6,High,6,10,0.3543881649611601
ECR_1365,Display,Valve,Supplier,9,4,1,4,6,Medium,19,15,0.3997057428027292
ECR_1366,Chassis,Cell,Supplier,1,3,0,2,3,Medium,9,6,0.3392383074356039
ECR_1367,PCB,Cell,Process,10,1,1,3,4,Medium,19,13,0.37088946273742407
ECR_1368,Chassis,Connector,Supplier,3,5,5,2,6,Low,15,12,0.37570628356470226
ECR_1369,Display,Valve,Supplier,1,2,1,2,3,Low,13,7,0.32520781414108024
ECR_1370,Battery,Frame,Supplier,2,3,0,1,6,Low,8,12,0.3533792283137196
ECR_1371,Chassis,Controller,Process,8,4,5,5,2,High,15,7,0.3718375122693743
ECR_1372,Battery,Frame,Process,7,1,1,5,4,Medium,13,12,0.3549159818562725
ECR_1373,PCB,Controller,Process,2,1,4,4,3,High,4,8,0.3188227466296026
ECR_1374,Engine,Valve,Process,2,3,1,4,6,High,8,14,0.35737059098738644
ECR_1375,PCB,Valve,Design,9,4,1,5,7,Medium,22,16,0.40741237538287634
ECR_1376,Chassis,Valve,Supplier,6,1,1,5,3,Low,11,10,0.33865160727890725
ECR_1377,Battery,Cell,Process,5,2,1,1,6,Medium,16,16,0.3527230239765206
ECR_1378,Battery,Controller,Supplier,10,1,3,1,2,High,19,10,0.3532467030656136
ECR_1379,Display,Cell,Supplier,6,4,3,5,1,High,6,4,0.362641371954978
ECR_1380,Battery,Cell,Design,9,5,2,3,6,Low,24,16,0.411512235520737
ECR_1381,Display,Sensor,Process,7,5,2,3,1,High,18,4,0.36524529327285316
ECR_1382,Engine,Frame,Process,10,3,1,1,4,High,25,14,0.38905678245913006
ECR_1383,Chassis,Frame,Supplier,10,4,3,2,2,Medium,22,9,0.3822324646106561
ECR_1384,Display,Connector,Process,9,1,1,5,7,Low,14,17,0.3778634002970035
ECR_1385,Engine,Cell,Supplier,4,1,4,4,4,Medium,11,10,0.3390745526968308
ECR_1386,Battery,Controller,Supplier,2,5,1,3,7,Medium,17,15,0.38235142851736553
ECR_1387,Battery,Sensor,Design,8,5,3,2,1,Medium,23,6,0.38941089275303276
ECR_1388,Engine,Sensor,Design,4,2,2,3,2,High,11,4,0.33999687737374484
ECR_1389,Battery,Frame,Design,9,5,1,2,5,High,20,16,0.40273263841841017
ECR_1390,Engine,Cell,Supplier,4,2,2,5,2,Low,12,7,0.33324256598312424
ECR_1391,Display,Connector,Process,8,1,4,5,2,High,12,7,0.34462361624111926
ECR_1392,Display,Cell,Design,9,2,2,5,7,Low,15,13,0.3832425600176977
ECR_1393,Engine,Valve,Process,9,2,2,1,5,Medium,20,15,0.37684762672228744
ECR_1394,Display,Cell,Design,10,3,1,2,3,Medium,20,13,0.37433075983681086
ECR_1395,Display,Valve,Design,4,5,2,4,3,High,15,7,0.37691111724678916
ECR_1396,Display,Valve,Supplier,1,2,2,4,3,High,6,7,0.32520736068104117
ECR_1397,PCB,Connector,Design,3,1,1,5,1,Low,4,3,0.32176579152452167
ECR_1398,Chassis,Controller,Design,9,4,0,4,2,High,20,9,0.3740820881829099
ECR_1399,Battery,Frame,Supplier,4,2,0,3,6,High,10,17,0.34909993832301744
ECR_1400,PCB,Cell,Process,5,5,1,2,5,High,23,9,0.3903967648003537
ECR_1401,Display,Valve,Design,7,3,3,2,6,Medium,17,18,0.37676333945330315
ECR_1402,Engine,Cell,Supplier,5,1,1,2,1,High,11,5,0.32001582193684963
ECR_1403,Display,Controller,Design,4,3,2,3,5,High,11,11,0.36582035313163347
ECR_1404,Chassis,Frame,Supplier,2,4,1,1,6,Medium,13,14,0.36093943754838564
ECR_1405,Display,Controller,Process,2,2,2,3,7,Medium,10,17,0.3499061909072583
ECR_1406,Engine,Frame,Process,4,2,4,2,1,Medium,14,3,0.3272925804304431
ECR_1407,Chassis,Sensor,Supplier,10,5,1,2,1,Medium,28,5,0.393788501842247
ECR_1408,Display,Frame,Supplier,10,2,1,2,1,High,20,7,0.36113312795629554
ECR_1409,Chassis,Connector,Supplier,9,1,1,4,5,High,14,13,0.36955637352664134
ECR_1410,Battery,Controller,Process,8,4,3,1,6,High,23,13,0.3890054748098205
ECR_1411,Battery,Valve,Design,3,3,4,3,6,Low,10,13,0.36120537284993426
ECR_1412,Display,Sensor,Process,9,4,6,2,4,Medium,22,11,0.390457730369977
ECR_1413,Chassis,Connector,Supplier,5,2,1,5,1,High,7,5,0.33125523484346237
ECR_1414,Engine,Cell,Supplier,3,3,1,1,3,High,9,4,0.33982145287924376
ECR_1415,Display,Controller,Process,5,5,6,5,2,High,16,9,0.36956412716698184
ECR_1416,Battery,Valve,Supplier,10,4,2,1,7,Medium,23,19,0.4085451199649376
ECR_1417,Battery,Frame,Process,4,3,2,2,7,Medium,13,14,0.37589947535739443
ECR_1418,Display,Valve,Supplier,8,3,3,1,4,Medium,19,10,0.37912890989649334
ECR_1419,Chassis,Cell,Design,5,3,4,1,4,High,17,12,0.3565690464595489
ECR_1420,Battery,Sensor,Design,10,1,0,2,5,Medium,23,18,0.36871524294074753
ECR_1421,Chassis,Sensor,Supplier,8,4,3,5,4,High,13,13,0.3877349746675782
ECR_1422,Battery,Controller,Process,9,3,3,5,6,Low,15,18,0.393284790021161
ECR_1423,Battery,Sensor,Design,4,4,3,4,5,Medium,15,11,0.37594308594502845
ECR_1424,PCB,Controller,Process,7,3,1,5,5,Medium,14,13,0.3746808167668536
ECR_1425,Battery,Controller,Supplier,2,5,0,5,7,High,11,16,0.3807959868349656
ECR_1426,Engine,Controller,Process,6,5,0,1,7,Medium,21,22,0.39109943399539265
ECR_1427,Display,Frame,Design,8,5,1,4,3,Medium,22,10,0.38444900938016274
ECR_1428,Display,Connector,Process,7,2,1,2,1,High,13,4,0.349555639230915
ECR_1429,Chassis,Controller,Process,7,3,1,2,4,High,16,15,0.3645407256210592
ECR_1430,Battery,Controller,Supplier,8,2,1,3,1,High,16,7,0.3416219720442163
ECR_1431,Engine,Connector,Supplier,7,4,5,4,1,Low,18,4,0.3688437006218226
ECR_1432,Chassis,Valve,Supplier,5,2,3,1,1,High,13,3,0.33302649891836467
ECR_1433,PCB,Controller,Design,7,4,2,3,5,Medium,18,14,0.3810255624941604
ECR_1434,Chassis,Frame,Design,10,4,1,3,1,Low,24,5,0.37260504630426494
ECR_1435,Chassis,Sensor,Supplier,3,4,1,2,4,High,12,9,0.3526408522074743
ECR_1436,Battery,Sensor,Supplier,5,2,1,5,5,Low,10,9,0.35276705370928796
ECR_1437,PCB,Cell,Design,7,3,3,1,4,Low,19,13,0.3692937121859285
ECR_1438,Chassis,Cell,Design,9,2,6,4,5,Medium,18,18,0.38121901851751583
ECR_1439,Engine,Sensor,Design,2,3,2,3,2,Low,11,5,0.3343347014250678
ECR_1440,Engine,Sensor,Design,4,3,4,1,2,High,12,5,0.343396009157212
ECR_1441,Display,Frame,Supplier,7,4,0,2,2,Low,19,7,0.36855312497269055
ECR_1442,PCB,Connector,Design,1,2,3,3,2,Low,6,4,0.30873691417119997
ECR_1443,PCB,Cell,Supplier,2,3,6,3,5,Medium,9,12,0.34754983492246827
ECR_1444,Display,Connector,Process,9,5,2,2,1,Medium,23,6,0.3881730837126699
ECR_1445,Chassis,Frame,Process,10,3,3,2,3,High,18,10,0.38043493575619836
ECR_1446,PCB,Sensor,Design,7,5,2,2,7,Medium,22,18,0.4088788611076454
ECR_1447,Engine,Controller,Process,10,2,1,1,6,High,19,17,0.3904097697038341
ECR_1448,Engine,Connector,Process,7,2,1,1,3,High,17,11,0.3467741294956299
ECR_1449,Battery,Sensor,Process,6,2,2,1,2,Medium,17,7,0.34174806585053086
ECR_1450,PCB,Sensor,Design,3,3,5,5,1,Low,12,2,0.34002032415749567
ECR_1451,Chassis,Valve,Design,10,1,2,3,4,Medium,21,15,0.36552443181931915
ECR_1452,Display,Connector,Process,3,3,1,1,1,Low,15,3,0.33425255798992903
ECR_1453,Display,Controller,Supplier,2,3,2,5,4,Low,9,6,0.350168264925359
ECR_1454,Chassis,Connector,Process,6,4,1,3,3,High,18,7,0.3660414834216227
ECR_1455,Battery,Sensor,Design,4,4,2,1,1,High,15,4,0.34634236067727187
ECR_1456,Display,Controller,Design,5,3,1,2,1,Medium,15,4,0.3410141724664038
ECR_1457,PCB,Frame,Design,3,5,0,4,6,Low,16,14,0.3733524161037708
ECR_1458,Battery,Valve,Process,6,4,2,1,3,Medium,16,10,0.3688916754685385
ECR_1459,PCB,Sensor,Supplier,3,3,2,4,1,High,12,2,0.3359019303356439
ECR_1460,Engine,Cell,Design,8,1,2,1,4,Low,14,12,0.34977979505750867
ECR_1461,Battery,Cell,Design,9,5,0,2,7,Medium,27,19,0.41446415613833554
ECR_1462,Display,Valve,Process,4,2,2,4,1,Medium,12,4,0.32701046428146774
ECR_1463,Battery,Frame,Supplier,9,3,2,5,4,High,14,14,0.3796161162062169
ECR_1464,Battery,Sensor,Process,7,3,2,2,2,High,16,7,0.36722222025093565
ECR_1465,Battery,Connector,Design,3,5,0,4,1,High,15,5,0.35543040834543
ECR_1466,Battery,Valve,Supplier,7,4,1,4,4,High,20,10,0.38052995098810904
ECR_1467,PCB,Frame,Supplier,1,4,3,2,7,Medium,12,12,0.37518960621834124
ECR_1468,Engine,Connector,Design,3,4,1,2,3,High,13,8,0.35246313725061507
ECR_1469,Chassis,Cell,Supplier,6,2,0,2,2,High,12,7,0.34806384602319435
ECR_1470,Battery,Cell,Supplier,4,5,2,3,1,Medium,17,3,0.3573439401830253
ECR_1471,Display,Connector,Process,7,5,2,5,6,Medium,16,15,0.40392876225463215
ECR_1472,Battery,Valve,Design,3,4,1,1,4,Low,14,11,0.35547607687359667
ECR_1473,Display,Cell,Design,1,4,2,4,7,Medium,11,18,0.3633257486910446
ECR_1474,PCB,Sensor,Design,9,1,1,1,6,Low,21,17,0.3671942841689057
ECR_1475,Display,Controller,Design,6,1,2,2,1,High,12,4,0.32478216630108353
ECR_1476,Chassis,Connector,Design,8,3,0,5,4,Low,16,10,0.36436834729120393
ECR_1477,Engine,Connector,Supplier,3,3,2,5,1,Low,13,4,0.33703723721514134
ECR_1478,Display,Cell,Process,8,5,2,3,2,High,17,7,0.3818157821803294
ECR_1479,Display,Valve,Design,2,5,2,2,7,High,14,16,0.3786418580841049
ECR_1480,Engine,Sensor,Process,4,2,2,4,7,High,9,17,0.3593524638928019
ECR_1481,Chassis,Valve,Process,3,2,2,3,2,Low,8,5,0.3226706592769673
ECR_1482,Battery,Frame,Supplier,10,1,2,2,1,Medium,17,8,0.34803492783430706
ECR_1483,Display,Frame,Design,1,3,1,3,1,Medium,9,3,0.31606662357329807
ECR_1484,Engine,Controller,Supplier,7,1,3,1,5,Medium,15,14,0.352702014907955
ECR_1485,PCB,Cell,Design,10,1,3,2,1,High,15,4,0.3574909910918104
ECR_1486,Engine,Cell,Supplier,2,3,1,4,7,High,9,17,0.35731043762251635
ECR_1487,PCB,Cell,Process,4,2,0,4,1,Medium,10,2,0.32426226357556015
ECR_1488,Chassis,Controller,Design,9,3,0,2,6,High,16,17,0.38754918627588353
ECR_1489,Battery,Frame,Process,6,4,1,3,6,Low,19,16,0.3928419585300168
ECR_1490,Engine,Valve,Process,8,4,2,5,2,Low,17,8,0.3727540855626261
ECR_1491,Display,Controller,Supplier,2,4,2,2,6,High,14,13,0.3572505957444788
ECR_1492,Chassis,Controller,Design,7,5,4,4,1,Medium,22,7,0.36587174602401995
ECR_1493,Engine,Valve,Process,6,2,0,1,3,Medium,14,7,0.3479740184177475
ECR_1494,Display,Cell,Supplier,9,2,1,4,1,Low,22,6,0.3590660010844358
ECR_1495,Engine,Sensor,Design,7,5,5,5,7,High,19,20,0.40720511408410764
ECR_1496,PCB,Valve,Design,1,1,4,4,5,Medium,6,10,0.33048907741540845
ECR_1497,Engine,Frame,Process,8,4,0,5,4,Medium,17,10,0.38813934556326213
ECR_1498,Engine,Connector,Design,10,4,2,2,7,High,26,17,0.4100561138183665
ECR_1499,Engine,Connector,Process,3,1,2,4,2,High,2,6,0.30679688707438646
ECR_1500,Chassis,Controller,Design,2,3,5,3,6,Medium,12,12,0.36192424390674305
ECR_1501,Engine,Connector,Supplier,3,3,0,3,3,High,10,9,0.33771608648125445
ECR_1502,Display,Sensor,Process,6,2,0,4,7,High,13,19,0.38155303092237824
ECR_1503,PCB,Cell,Process,3,5,2,4,4,High,8,10,0.36616584944752517
ECR_1504,PCB,Frame,Design,10,2,1,1,3,Medium,21,8,0.36637292597745574
ECR_1505,Engine,Sensor,Design,5,3,3,4,2,Low,13,6,0.34733590148479265
ECR_1506,Chassis,Frame,Process,6,1,0,1,6,High,9,15,0.35506853809637456
ECR_1507,Chassis,Frame,Design,8,2,3,1,5,Medium,20,16,0.3631460737500356
ECR_1508,Display,Cell,Supplier,7,4,1,1,7,Low,20,17,0.39057588629329343
ECR_1509,Engine,Controller,Design,8,4,3,1,7,Medium,22,18,0.4046724739702734
ECR_1510,PCB,Connector,Supplier,3,1,0,2,7,Medium,7,18,0.3517051820436717
ECR_1511,Chassis,Cell,Supplier,4,3,1,3,2,Medium,11,7,0.33947388220328123
ECR_1512,Engine,Sensor,Supplier,6,4,1,1,3,Low,21,9,0.3716677015295683
ECR_1513,Chassis,Controller,Supplier,7,4,1,3,3,Medium,19,8,0.37238289568878424
ECR_1514,Chassis,Sensor,Supplier,9,5,1,1,2,Low,29,10,0.39251055567966764
ECR_1515,PCB,Controller,Design,1,2,3,3,7,High,10,12,0.3405127785648071
ECR_1516,Battery,Sensor,Supplier,8,3,5,4,1,Low,17,8,0.3636556208079901
ECR_1517,Display,Cell,Design,8,2,3,4,2,Medium,14,9,0.35433364509274506
ECR_1518,Display,Controller,Supplier,6,3,2,3,6,Low,16,14,0.3725385229975916
ECR_1519,PCB,Controller,Process,4,4,1,1,6,Medium,22,14,0.3748135152719821
ECR_1520,Chassis,Frame,Supplier,3,5,1,2,5,High,16,11,0.38222202336892025
ECR_1521,Engine,Frame,Process,3,2,4,3,2,Low,10,6,0.32952754901712195
ECR_1522,Chassis,Valve,Supplier,6,4,2,5,4,High,14,8,0.37642491046149873
ECR_1523,PCB,Sensor,Supplier,8,3,3,2,6,Low,21,15,0.38544944278746374
ECR_1524,Display,Frame,Supplier,7,2,1,5,6,Medium,17,15,0.3704710539775004
ECR_1525,Chassis,Valve,Process,1,2,1,3,6,Low,9,11,0.3460900092184551
ECR_1526,Display,Frame,Process,6,4,2,1,1,High,17,4,0.3641616723370418
ECR_1527,Engine,Sensor,Supplier,7,2,1,5,4,Low,14,10,0.3531994838093924
ECR_1528,Display,Controller,Design,7,5,2,3,7,High,20,15,0.40774326444624276
ECR_1529,Display,Connector,Supplier,9,5,5,2,7,High,27,17,0.42306097735203757
ECR_1530,Battery,Sensor,Process,10,4,1,1,2,Medium,21,8,0.38383615653494946
ECR_1531,Battery,Cell,Supplier,5,3,3,5,1,Low,11,4,0.3492735021744313
ECR_1532,Battery,Frame,Process,1,4,1,3,6,High,8,13,0.34617430713475617
ECR_1533,Display,Frame,Process,2,5,3,1,7,Medium,16,15,0.37516932395610747
ECR_1534,PCB,Controller,Process,4,1,3,1,4,Medium,8,13,0.3469746131622573
ECR_1535,Display,Cell,Supplier,5,1,3,4,7,Medium,7,14,0.35881630079565824
ECR_1536,PCB,Controller,Process,9,2,3,1,4,High,19,13,0.3710912132243033
ECR_1537,PCB,Cell,Process,1,2,3,3,1,Low,7,2,0.32420314415213575
ECR_1538,Battery,Connector,Supplier,3,1,4,2,7,High,6,18,0.339446318744925
ECR_1539,Chassis,Frame,Process,5,5,0,4,6,Medium,18,13,0.3963460454251466
ECR_1540,Engine,Frame,Supplier,3,2,3,3,1,High,11,4,0.32071250167169185
ECR_1541,Battery,Connector,Process,4,4,2,3,3,High,14,7,0.360473227032152
ECR_1542,Battery,Valve,Design,3,4,0,3,6,Medium,15,16,0.36187574519887705
ECR_1543,Chassis,Controller,Design,4,5,5,5,1,Low,16,3,0.3580819251529822
ECR_1544,Engine,Connector,Process,1,2,3,5,2,Medium,8,6,0.3266182705108879
ECR_1545,Display,Controller,Design,8,4,2,2,7,Medium,23,21,0.3974470402077121
ECR_1546,Display,Sensor,Supplier,4,2,1,3,6,High,12,14,0.35746537999836153
ECR_1547,Battery,Frame,Design,7,2,3,5,5,Medium,13,11,0.36256625567555945
ECR_1548,Engine,Controller,Process,2,4,0,5,6,High,12,10,0.3671533039830042
ECR_1549,Battery,Cell,Process,2,1,0,5,3,Medium,4,6,0.3237239725663518
ECR_1550,PCB,Controller,Supplier,6,4,1,2,1,Medium,20,4,0.3566095722651048
ECR_1551,Battery,Sensor,Process,2,5,1,2,5,Low,12,11,0.3656730386913562
ECR_1552,Battery,Frame,Supplier,6,3,2,3,3,Medium,19,11,0.35798885906495115
ECR_1553,Display,Connector,Design,2,4,3,4,2,Low,11,4,0.34287982172343756
ECR_1554,Display,Sensor,Design,4,2,2,3,6,Medium,12,13,0.3448799105861968
ECR_1555,Display,Frame,Supplier,7,2,3,5,7,Medium,19,16,0.37667466556861345
ECR_1556,PCB,Controller,Supplier,8,4,3,5,5,Medium,17,17,0.3919081751920777
ECR_1557,Display,Valve,Process,3,3,3,1,7,Low,12,13,0.35601661685940517
ECR_1558,Engine,Valve,Design,9,4,3,3,1,High,18,8,0.3791948012776244
ECR_1559,Chassis,Cell,Supplier,2,3,4,5,1,Low,5,4,0.32800113609736625
ECR_1560,Engine,Frame,Design,8,3,3,5,2,Medium,18,8,0.36664140413227436
ECR_1561,Engine,Valve,Supplier,8,5,2,4,3,High,20,10,0.3887590022563581
ECR_1562,Display,Connector,Design,4,2,0,1,5,Medium,13,13,0.3516302618657648
ECR_1563,Chassis,Frame,Process,1,2,4,3,2,Low,4,4,0.32058584439323606
ECR_1564,Chassis,Connector,Design,1,3,5,2,3,Low,9,7,0.3393893327677185
ECR_1565,Chassis,Connector,Design,2,2,4,3,4,High,5,11,0.3350095219982056
ECR_1566,PCB,Valve,Design,9,1,1,3,4,Low,20,11,0.36376995865035555
ECR_1567,Display,Frame,Design,2,3,0,4,3,Medium,12,5,0.3471239266449431
ECR_1568,Chassis,Controller,Design,2,2,2,3,1,High,5,3,0.3195899317916119
ECR_1569,PCB,Sensor,Process,6,1,4,4,1,Medium,11,5,0.3286829398353771
ECR_1570,Battery,Valve,Supplier,7,5,1,4,4,High,20,11,0.3928130881634675
ECR_1571,Battery,Valve,Design,7,2,0,5,1,High,11,5,0.33469651009267726
ECR_1572,PCB,Controller,Process,9,1,1,2,7,Medium,19,18,0.3706294826592336
ECR_1573,PCB,Frame,Design,6,4,4,4,1,Low,17,3,0.35545439609726776
ECR_1574,Display,Frame,Design,8,4,2,1,3,Medium,27,10,0.38276080207440427
ECR_1575,Display,Connector,Supplier,6,1,0,1,6,Low,14,15,0.3557505557987401
ECR_1576,Battery,Controller,Design,2,3,3,2,3,Low,8,7,0.3463405760221815
ECR_1577,Chassis,Controller,Process,1,3,2,4,1,Medium,9,0,0.331040724646631
ECR_1578,Battery,Frame,Process,5,2,6,2,3,High,11,10,0.33519447531988766
ECR_1579,Chassis,Connector,Supplier,9,4,2,5,5,Medium,23,16,0.38656715896768606
ECR_1580,Chassis,Valve,Design,8,3,2,1,4,High,22,9,0.37519324423213163
ECR_1581,Display,Cell,Process,4,3,4,3,6,Low,13,14,0.3572653031179655
ECR_1582,Engine,Sensor,Design,5,4,3,1,5,High,12,12,0.36513879657052006
ECR_1583,Engine,Valve,Design,5,5,1,4,5,Medium,21,12,0.381310253566289
ECR_1584,PCB,Frame,Design,6,3,2,2,1,High,11,6,0.3395748370922799
ECR_1585,Display,Sensor,Supplier,3,1,2,1,1,Low,8,3,0.3098617065117767
ECR_1586,Chassis,Cell,Design,5,2,3,3,5,Low,13,14,0.35855699824759374
ECR_1587,Engine,Cell,Process,2,3,2,3,5,High,7,10,0.3475699196230178
ECR_1588,Chassis,Connector,Design,10,3,1,2,2,Low,22,8,0.3824886441666219
ECR_1589,Engine,Sensor,Process,1,5,0,2,2,Low,14,5,0.34715920883030665
ECR_1590,Engine,Connector,Design,1,1,2,1,7,High,7,17,0.33776555571744377
ECR_1591,Engine,Valve,Process,10,2,2,4,4,Low,13,11,0.3723527835579039
ECR_1592,Display,Controller,Process,7,3,1,5,5,High,11,16,0.37391962355607034
ECR_1593,Battery,Controller,Design,2,2,1,3,3,High,4,8,0.32803865618845357
ECR_1594,Chassis,Controller,Design,4,4,0,2,6,Low,16,15,0.3777808221827541
ECR_1595,Display,Sensor,Process,5,3,4,5,2,High,10,6,0.3536223328918296
ECR_1596,Display,Controller,Supplier,7,3,1,5,1,Low,16,3,0.3653074425414858
ECR_1597,Display,Valve,Design,2,4,0,5,5,Low,11,10,0.36007437148624305
ECR_1598,Display,Connector,Supplier,6,5,1,4,3,Low,18,9,0.3827392257432131
ECR_1599,Display,Sensor,Design,1,3,1,2,6,Medium,12,13,0.3448660876870083
ECR_1600,PCB,Connector,Design,7,2,2,3,3,Low,15,10,0.3584383917973814
ECR_1601,Chassis,Sensor,Design,9,1,3,2,7,High,17,20,0.37512616782260877
ECR_1602,Display,Connector,Design,5,2,3,1,3,High,11,9,0.331688631915885
ECR_1603,Chassis,Cell,Supplier,5,5,2,3,1,High,19,2,0.36065608026159707
ECR_1604,PCB,Connector,Design,4,1,3,2,2,Medium,10,6,0.31463159142160063
ECR_1605,PCB,Controller,Process,3,2,3,3,3,Medium,6,6,0.3313080647711757
ECR_1606,Chassis,Cell,Process,9,2,3,1,6,High,17,12,0.38153291158362196
ECR_1607,Engine,Connector,Supplier,5,4,2,3,2,High,19,6,0.3585062458290908
ECR_1608,Battery,Sensor,Design,8,5,2,5,7,Medium,22,18,0.41308035559563216
ECR_1609,Engine,Sensor,Process,9,4,1,4,7,High,16,20,0.3932626302378028
ECR_1610,Engine,Sensor,Supplier,5,1,3,1,4,Low,16,10,0.34479155208262835
ECR_1611,Engine,Frame,Design,10,4,2,3,1,Low,23,7,0.3812279114524289
ECR_1612,Display,Valve,Process,9,5,2,1,2,High,25,9,0.38367503371082984
ECR_1613,PCB,Sensor,Process,2,3,1,5,7,Low,9,20,0.3598753194155285
ECR_1614,Engine,Cell,Supplier,9,3,0,4,7,High,17,17,0.40595512969895575
ECR_1615,PCB,Sensor,Design,4,1,2,1,2,Medium,13,7,0.332326148349725
ECR_1616,Chassis,Frame,Design,6,3,1,5,3,High,12,10,0.3683878289262164
